market,report,contract_name,report_date,category,long,short,open_interest
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,dealer,699256,741872,2771400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,leveraged_funds,640692,523297,2771400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,nonreportable,325792,339343,2771400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-06-29,other_rept,487237,510467,2771400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,asset_manager,572431,672368,2706086
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,dealer,603001,804163,2706086
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,leveraged_funds,744925,391631,2706086
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,nonreportable,326510,322952,2706086
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-06,other_rept,459219,514972,2706086
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,asset_manager,542990,693709,2688477
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,dealer,556269,841739,2688477
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,leveraged_funds,818115,311046,2688477
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,nonreportable,321435,323799,2688477
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-13,other_rept,449668,518184,2688477
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,asset_manager,557666,688544,2709152
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,dealer,569454,839306,2709152
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,leveraged_funds,809440,328404,2709152
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,nonreportable,319925,330271,2709152
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-20,other_rept,452667,522627,2709152
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,asset_manager,558716,693493,2722192
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,dealer,603883,811657,2722192
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,leveraged_funds,764058,379263,2722192
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,nonreportable,327834,325491,2722192
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-07-27,other_rept,467701,512288,2722192
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,asset_manager,581042,690204,2763577
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,dealer,623281,813779,2763577
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,leveraged_funds,763206,397496,2763577
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,nonreportable,335824,327435,2763577
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-03,other_rept,460224,534663,2763577
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-10,asset_manager,599393,663114,2744581
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-10,dealer,649501,777681,2744581
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-10,leveraged_funds,686529,466195,2744581
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-10,nonreportable,323060,335640,2744581
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-10,other_rept,486098,501951,2744581
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-17,asset_manager,608636,640706,2715960
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-17,dealer,674528,737771,2715960
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-17,leveraged_funds,623785,516918,2715960
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-17,nonreportable,328479,323351,2715960
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-17,other_rept,480532,497214,2715960
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-24,asset_manager,598518,636594,2685027
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-24,dealer,654799,741415,2685027
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-24,leveraged_funds,637030,490682,2685027
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-24,nonreportable,319233,325174,2685027
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-24,other_rept,475447,491162,2685027
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-31,asset_manager,598153,636365,2683735
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-31,dealer,680497,715046,2683735
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-31,leveraged_funds,606819,520350,2683735
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-31,nonreportable,327047,317048,2683735
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-08-31,other_rept,471219,494926,2683735
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-07,asset_manager,599498,620283,2651699
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-07,dealer,675098,703786,2651699
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-07,leveraged_funds,572947,540767,2651699
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-07,nonreportable,333303,303104,2651699
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-07,other_rept,470853,483759,2651699
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-14,asset_manager,605143,629832,2684728
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-14,dealer,674771,721287,2684728
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-14,leveraged_funds,609241,518345,2684728
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-14,nonreportable,322446,321889,2684728
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-14,other_rept,473127,493375,2684728
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-21,asset_manager,607649,641782,2716156
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-21,dealer,663539,748862,2716156
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-21,leveraged_funds,644722,496063,2716156
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-21,nonreportable,325925,325954,2716156
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-21,other_rept,474321,503495,2716156
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-28,asset_manager,618110,650772,2758438
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-28,dealer,679250,755138,2758438
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-28,leveraged_funds,637110,521434,2758438
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-28,nonreportable,336654,325370,2758438
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-09-28,other_rept,487314,505724,2758438
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-05,asset_manager,608539,661520,2760999
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-05,dealer,675745,759974,2760999
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-05,leveraged_funds,662670,496950,2760999
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-05,nonreportable,331471,331169,2760999
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-05,other_rept,482574,511386,2760999
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-12,asset_manager,616557,639226,2729962
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-12,dealer,671302,748279,2729962
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-12,leveraged_funds,638451,508133,2729962
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-12,nonreportable,314947,340243,2729962
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-12,other_rept,488705,494081,2729962
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-19,asset_manager,592797,666537,2737682
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-19,dealer,652779,770815,2737682
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-19,leveraged_funds,674754,475073,2737682
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-19,nonreportable,343076,313967,2737682
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-19,other_rept,474276,511290,2737682
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-26,asset_manager,604258,642515,2710377
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-26,dealer,657316,752080,2710377
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-26,leveraged_funds,663912,474446,2710377
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-26,nonreportable,303119,347372,2710377
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-10-26,other_rept,481772,493964,2710377
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-02,asset_manager,588049,642922,2676024
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-02,dealer,669726,721807,2676024
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-02,leveraged_funds,616645,507285,2676024
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-02,nonreportable,322926,319320,2676024
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-02,other_rept,478678,484690,2676024
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-09,asset_manager,609653,630467,2695913
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-09,dealer,677718,724156,2695913
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-09,leveraged_funds,609069,523214,2695913
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-09,nonreportable,320951,326069,2695913
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-09,other_rept,478522,492007,2695913
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-16,asset_manager,640397,607960,2713819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-16,dealer,724176,687010,2713819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-16,leveraged_funds,530713,609091,2713819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-16,nonreportable,332503,318813,2713819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-16,other_rept,486030,490945,2713819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-23,asset_manager,623247,617802,2697932
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-23,dealer,701535,701390,2697932
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-23,leveraged_funds,563800,569332,2697932
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-23,nonreportable,334517,312985,2697932
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-23,other_rept,474833,496423,2697932
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-30,asset_manager,657330,588084,2707421
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-30,dealer,758946,648913,2707421
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-30,leveraged_funds,452918,684199,2707421
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-30,nonreportable,331262,318518,2707421
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-11-30,other_rept,506965,467707,2707421
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-07,asset_manager,650255,582646,2680220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-07,dealer,757839,635875,2680220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-07,leveraged_funds,443874,681819,2680220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-07,nonreportable,331456,311797,2680220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-07,other_rept,496796,468083,2680220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-14,asset_manager,650818,593763,2705612
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-14,dealer,745565,661353,2705612
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-14,leveraged_funds,477882,658475,2705612
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-14,nonreportable,325495,323853,2705612
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-14,other_rept,505852,468168,2705612
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-21,asset_manager,632910,573228,2622041
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-21,dealer,746770,616691,2622041
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-21,leveraged_funds,442000,659257,2622041
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-21,nonreportable,313138,316153,2622041
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-21,other_rept,487223,456712,2622041
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-28,asset_manager,609317,578916,2583115
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-28,dealer,708088,635132,2583115
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-28,leveraged_funds,470550,614359,2583115
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-28,nonreportable,320975,298971,2583115
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2021-12-28,other_rept,474185,455737,2583115
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-04,asset_manager,636956,554708,2590574
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-04,dealer,747437,599661,2590574
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-04,leveraged_funds,408425,679616,2590574
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-04,nonreportable,317179,304559,2590574
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-04,other_rept,480577,452030,2590574
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-11,asset_manager,629967,554480,2574884
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-11,dealer,733135,605805,2574884
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-11,leveraged_funds,412130,669321,2574884
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-11,nonreportable,316186,301785,2574884
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-11,other_rept,483466,443493,2574884
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-18,asset_manager,631432,557392,2584400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-18,dealer,743809,600079,2584400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-18,leveraged_funds,427617,657832,2584400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-18,nonreportable,294759,325496,2584400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-18,other_rept,486783,443601,2584400
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-25,asset_manager,616765,556753,2551125
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-25,dealer,725525,601060,2551125
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-25,leveraged_funds,416437,655036,2551125
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-25,nonreportable,314772,297497,2551125
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-01-25,other_rept,477626,440779,2551125
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-01,asset_manager,608152,601974,2630708
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-01,dealer,677394,690574,2630708
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-01,leveraged_funds,555908,548989,2630708
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-01,nonreportable,309103,322267,2630708
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-01,other_rept,480151,466904,2630708
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-08,asset_manager,603952,618882,2658336
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-08,dealer,693598,688737,2658336
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-08,leveraged_funds,566562,549939,2658336
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-08,nonreportable,306528,331473,2658336
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-08,other_rept,487696,469305,2658336
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-15,asset_manager,609287,612479,2656014
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-15,dealer,686779,694349,2656014
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-15,leveraged_funds,576844,538682,2656014
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-15,nonreportable,313016,324427,2656014
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-15,other_rept,470088,486077,2656014
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-22,asset_manager,624764,614196,2693392
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-22,dealer,700647,699916,2693392
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-22,leveraged_funds,569471,561754,2693392
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-22,nonreportable,316498,329917,2693392
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-02-22,other_rept,482012,487609,2693392
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-01,asset_manager,627921,608398,2687650
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-01,dealer,709611,687968,2687650
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-01,leveraged_funds,540009,588804,2687650
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-01,nonreportable,323794,321241,2687650
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-01,other_rept,486315,481239,2687650
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-08,asset_manager,616621,606648,2659279
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-08,dealer,701542,681283,2659279
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-08,leveraged_funds,537172,579725,2659279
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-08,nonreportable,323653,314574,2659279
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-08,other_rept,480291,477049,2659279
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-15,asset_manager,613391,606170,2651220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-15,dealer,708474,670160,2651220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-15,leveraged_funds,519690,593822,2651220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-15,nonreportable,322268,314026,2651220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-15,other_rept,487397,467042,2651220
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-22,asset_manager,628512,595938,2661847
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-22,dealer,703205,680956,2661847
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-22,leveraged_funds,533426,584550,2661847
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-22,nonreportable,314096,324746,2661847
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-22,other_rept,482608,475657,2661847
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-29,asset_manager,622207,582449,2618819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-29,dealer,723258,638528,2618819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-29,leveraged_funds,478180,621723,2618819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-29,nonreportable,319571,308948,2618819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-03-29,other_rept,475603,467171,2618819
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-04-05,asset_manager,613235,553377,2536114
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-04-05,dealer,697634,621145,2536114
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-04-05,leveraged_funds,461933,603235,2536114
es,tff,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2022-04-05,nonreportable,294099,314569,2536114
